,titles,dates
5912,"Continuous logistic Gaussian random measure fields for spatial
  distributional modelling",2021-10-06
5913,Open Markets and Hybrid Jacobi Processes,2021-10-26
5914,Building Object-based Causal Programs for Human-like Generalization,2021-11-20
5915,Gaussian Process Vector Autoregressions and Macroeconomic Uncertainty,2021-12-03
5916,Discovering Distribution Shifts using Latent Space Representations,2022-02-04
5917,"An explanation of the muon puzzle of ultrahigh-energy cosmic rays and
  the role of the Forward Physics Facility for model improvement",2022-02-07
5918,"Input-to-State Stable Neural Ordinary Differential Equations with
  Applications to Transient Modeling of Circuits",2022-02-14
5919,"A multivariate extension of the Misspecification-Resistant Information
  Criterion",2022-02-18
5920,"Extending Flat Motion Planning to Non-flat Systems. Experiments on
  Aircraft Models Using Maple",2022-02-20
5921,Exact mediation analysis for ordinal outcome and binary mediator,2022-02-24
5922,"Parametric error bounds for convex approximations of two-stage
  mixed-integer recourse models with a random second-stage cost vector",2022-06-03
5923,Phenomenology of an in-host model of hepatitis C,2022-06-10
5924,Conditional Permutation Invariant Flows,2022-06-17
5925,Offline Change Detection under Contamination,2022-06-22
5926,Multi-Variate Time Series Forecasting on Variable Subsets,2022-06-25
5927,Models for q-commutative tuples of isometries,2022-07-04
5928,Retrieval-Augmented Transformer for Image Captioning,2022-07-26
5929,"Partial autocorrelation parameterisation of models with unit roots on
  the unit circle",2022-08-09
5930,"Towards Parametric Speech Synthesis Using Gaussian-Markov Model of
  Spectral Envelope and Wavelet-Based Decomposition of F0",2022-08-15
5931,"An Adaptively Resized Parametric Bootstrap for Inference in
  High-dimensional Generalized Linear Models",2022-08-18
5932,A Non-Parametric Bootstrap for Spectral Clustering,2022-09-13
5933,"Duration modeling with semi-Markov Conditional Random Fields for
  keyphrase extraction",2022-09-19
5934,Factual and Informative Review Generation for Explainable Recommendation,2022-09-12
5935,"Analysis of the contribution of the quantum anomaly energy to the proton
  mass",2022-10-05
5936,"Estimating household contact matrices structure from easily collectable
  metadata",2022-10-13
5937,SPQR: An R Package for Semi-Parametric Density and Quantile Regression,2022-10-26
5938,The Standard Model at 200 GeV,2022-11-15
5939,"Exploring the phase structure of the multi-flavor Schwinger model with
  quantum computing",2022-11-23
5940,"Causal Inference with Confounders MNAR under Treatment-independent
  Missingness Assumption",2022-11-28
5941,Exchangeable coalescents beyond the Cannings class,2022-12-05
5942,Client Selection for Federated Bayesian Learning,2022-12-11
5943,"Cox processes driven by transformed Gaussian processes on linear
  networks -- A review and new contributions",2022-12-16
5944,"High-dimensional latent Gaussian count time series: Concentration
  results for autocovariances and applications",2023-01-02
5945,"The dipole cross section by the unintegrated gluon distribution at small
  $x$",2023-01-03
5946,Conversational Turn-taking as a Stochastic Process on Networks,2023-01-10
5947,Bayesian inference of $W$-boson mass,2023-01-23
5948,"A two stages Deep Learning Architecture for Model Reduction of
  Parametric Time-Dependent Problems",2023-01-24
5949,"On KP-integrable skew Hurwitz $τ$-functions and their
  $β$-deformations",2023-01-27
5950,"Towards interpretable quantum machine learning via single-photon quantum
  walks",2023-01-31
5951,Can we avoid Double Descent in Deep Neural Networks?,2023-02-26
5952,MeshDiffusion: Score-based Generative 3D Mesh Modeling,2023-03-14
5953,On factor copula-based mixed regression models,2023-05-04
5954,"Uncertainty-Aware Bootstrap Learning for Joint Extraction on
  Distantly-Supervised Data",2023-05-05
5955,"Dirichlet process mixture models for the Analysis of Repeated Attempt
  Designs",2023-05-09
5956,Optical coupling control of isolated mechanical resonators,2023-05-26
5957,"Optimal Controller Identification for multivariable non-minimum phase
  systems",2023-05-30
5958,"Parametrization, Prior Independence, and the Semiparametric
  Bernstein-von Mises Theorem for the Partially Linear Model",2023-06-06
5959,Kepler: Robust Learning for Faster Parametric Query Optimization,2023-06-11
5960,Deep calibration with random grids,2023-06-19
5961,Deep Neural Networks for Semiparametric Frailty Models via H-likelihood,2023-07-13
5962,PPI-NET: End-to-End Parametric Primitive Inference,2023-08-03
5963,"Towards reliable predictive analytics: a generalized calibration
  framework",2023-09-10
5964,Robust Wake-Up Word Detection by Two-stage Multi-resolution Ensembles,2023-10-17
5965,"Estimation and convergence rates in the distributional single index
  model",2023-10-21
5966,Improving 3D Synthetic Jet Modeling in a Crossflow,2023-11-16
5967,Should We Learn Most Likely Functions or Parameters?,2023-11-27
5968,"Revisiting the two-sample location shift model with a log-concavity
  assumption",2023-11-30
5969,DPHMs: Diffusion Parametric Head Models for Depth-based Tracking,2023-12-02
5970,Personalized Pose Forecasting,2023-12-06
5971,Primary Observables for Electroweak Gauge Boson Collider Signals,2023-12-06
5972,"Identification of Additive Continuous-time Systems in Open and Closed
  loop",2024-01-02
5973,"SpotV2Net: Multivariate Intraday Spot Volatility Forecasting via
  Vol-of-Vol-Informed Graph Attention Networks",2024-01-11
5974,Semi-parametric local variable selection under misspecification,2023-11-14
5975,"Modeling the wavelength dependence of pixel response non-uniformity of a
  CCD sensor",2024-01-26
5976,Efficient Estimation for Functional Accelerated Failure Time Model,2024-02-08
5977,"On the role of parametrization in models with a misspecified nuisance
  component",2024-02-08
5978,"Universal generalization guarantees for Wasserstein distributionally
  robust models",2024-02-19
5979,A Survey of Music Generation in the Context of Interaction,2024-02-23
5980,"Sequential Change-point Detection for Compositional Time Series with
  Exogenous Variables",2024-02-28
5981,pAGN: the one-stop solution for AGN disc modeling,2024-02-29
5982,Tree-based conditional copula estimation,2024-03-19
5983,Driving from Vision through Differentiable Optimal Control,2024-03-22
5984,"MatAtlas: Text-driven Consistent Geometry Texturing and Material
  Assignment",2024-04-03
5985,"Dir-SPGLM: A Bayesian semiparametric GLM with data-driven reference
  distribution",2024-04-07
5986,"EucliDreamer: Fast and High-Quality Texturing for 3D Models with
  Depth-Conditioned Stable Diffusion",2024-04-16
5987,Unraveling overoptimism and publication bias in ML-driven science,2024-05-23
5988,FTS: A Framework to Find a Faithful TimeSieve,2024-05-30
5989,"Aging modeling and lifetime prediction of a proton exchange membrane
  fuel cell using an extended Kalman filter",2024-06-03
5990,"Towards a Real-Time Computation of Timelike Hadronic Vacuum Polarization
  and Light-by-Light Scattering: Schwinger Model Tests",2024-06-05
5991,"A comprehensive approach to incorporating intermolecular dispersion into
  the openCOSMO-RS model. Part 1: Halocarbons",2024-06-07
5992,Confidence intervals for tree-structured varying coefficients,2024-06-28
5993,Neural Garment Dynamics via Manifold-Aware Transformers,2024-05-13
5994,Estimation of spatio-temporal extremes via generative neural networks,2024-07-11
5995,"The scalar-torsion gravity corrections in the first-order inflationary
  models",2024-07-16
5996,Adaptive planning for risk-aware predictive digital twins,2024-07-30
5997,Instantons and the Large N=4 Algebra,2024-07-30
5998,"Optimal Replenishment Strategy for Satellite Constellation with Dual
  Supply Modes",2024-08-19
5999,GPT-based Textile Pilling Classification Using 3D Point Cloud Data,2024-08-20
6000,A novel emulator for fission event generators,2024-09-24
6001,"CRB Optimization using a Parametric Scattering Model for Extended
  Targets in ISAC Systems",2024-10-31
6002,"A Bayesian Mixture Model of Temporal Point Processes with Determinantal
  Point Process Prior",2024-11-07
6003,"Query Optimization for Parametric Knowledge Refinement in
  Retrieval-Augmented Large Language Models",2024-11-12
6004,"CropCraft: Inverse Procedural Modeling for 3D Reconstruction of Crop
  Plants",2024-11-14
6005,"Semi-parametric least-area linear-circular regression through Möbius
  transformation",2024-11-24
6006,Conditional Extremes with Graphical Models,2024-11-26
6007,"Applicability of multi-component study on Bayesian searches for targeted
  anisotropic stochastic gravitational-wave background",2024-11-29
6008,"Speedy-Splat: Fast 3D Gaussian Splatting with Sparse Pixels and Sparse
  Primitives",2024-11-30
6009,"Neural Network Approach to Demand Estimation and Dynamic Pricing in
  Retail",2024-12-01
6010,"A linear regression model for quantile function data applied to paired
  pulmonary 3d CT scans",2024-12-19
6011,"Light Transport-aware Diffusion Posterior Sampling for Single-View
  Reconstruction of 3D Volumes",2025-01-09
6012,"Differentiability and overlap concentration in optimal Bayesian
  inference",2025-01-15
6013,Developments in NuWro Monte Carlo generator,2025-01-20
6014,"The two-vertex model of loop quantum gravity: anisotropic reduced
  sectors",2025-01-24
6015,"Marginal and Conditional Importance Measures from Machine Learning
  Models and Their Relationship with Conditional Average Treatment Effect",2025-01-28
6016,"Poison as Cure: Visual Noise for Mitigating Object Hallucinations in
  LVMs",2025-01-31
6017,Learning the Integral Quadratic Constraints on Plant-Model Mismatch,2025-02-03
6018,"Likelihood-Free Estimation for Spatiotemporal Hawkes processes with
  missing data and application to predictive policing",2025-02-10
6019,"A Universal Analytic Model for Gravitational Lensing by Self-Interacting
  Dark Matter Halos",2025-02-20
6020,Mixture models for data with unknown distributions,2025-02-26
6021,"Detecting Signs of Model Change with Continuous Model Selection Based on
  Descriptive Dimensionality",2023-02-23
6022,Smoothness-constrained model for nonparametric item response theory,2017-04-25
6023,"Semi-nonparametric Latent Class Choice Model with a Flexible Class
  Membership Component: A Mixture Model Approach",2020-07-06
6024,"ALUM: Adversarial Data Uncertainty Modeling from Latent Model
  Uncertainty Compensation",2023-03-29
6025,"Determinism, Noise, and Spurious Estimations in a Generalised Model of
  Population Growth",2006-02-14
6026,Higgs field in cosmology,2019-09-23
6027,"A quantum model for rf-SQUIDs based metamaterials enabling 3WM and 4WM
  Travelling Wave Parametric Amplification",2020-09-02
6028,"Gating-adapted Wavelet Multiresolution Analysis for Exposure Sequence
  Modeling in CTR prediction",2022-04-29
6029,"Multiscale molecular kinetics by coupling Markov state models and
  reaction-diffusion dynamics",2021-03-11
6030,"SynBody: Synthetic Dataset with Layered Human Models for 3D Human
  Perception and Modeling",2023-03-30
6031,"Desingularized moduli spaces of sheaves on a K3, I",1997-08-06
6032,Quantum Noise in Gravitation and Cosmology,1993-12-07
6033,"A simultaneous maximum likelihood approach for galaxy-galaxy lensing and
  cluster lens reconstruction",1998-05-05
6034,"Non parametric reconstruction of distribution functions from observed
  galactic disks",1998-08-19
6035,"Joint fixed-rate universal lossy coding and identification of
  continuous-alphabet memoryless sources",2005-12-03
6036,"Linear constraints from generally covariant systems with quadratic
  constraints",2001-11-02
6037,"Rescattering and Electroweak Penguin Effects in Strategies to Constrain
  and Determine the CKM Angle $γ$ from $B\toπK$ Decays",1998-02-26
6038,The Fourth SM Family Neutrino at Future Linear Colliders,2005-05-13
6039,Nonlinear Inflaton Fragmentation after Preheating,2006-06-26
6040,Holographic Renormalization Group Structure in Higher-Derivative Gravity,2001-12-05
6041,Co-rings over operads characterize morphisms,2005-05-26
6042,"New $M$-estimators in semi-parametric regression with errors in
  variables",2005-11-04
6043,"Empirical Distributions of Log-Returns: between the Stretched
  Exponential and the Power Law?",2003-05-20
6044,Multiphoton Quantum Optics and Quantum State Engineering,2007-01-09
6045,Application of Quantum Theory to Super-parametric Density Estimation,2007-10-02
6046,The X-ray luminosity function of galaxies and its evolution,2008-01-28
6047,"On Minimally-Parametric Primordial Power Spectrum Reconstruction and the
  Evidence for a Red Tilt",2008-02-10
6048,Motivic renormalization and singularities,2008-04-30
6049,Design of parametrically forced patterns and quasipatterns,2008-05-07
6050,"A comparison of the Benjamini-Hochberg procedure with some Bayesian
  rules for multiple testing",2008-05-16
6051,"On the time variability of geometrically-thin black hole accretion disks
  I : the search for modes in simulated disks",2008-05-19
6052,Testing Alternative Theories of Dark Matter with the CMB,2008-05-28
6053,Verbal Autopsy Methods with Multiple Causes of Death,2008-08-05
6054,Information geometry in vapour-liquid equilibrium,2008-09-06
6055,"About the possibility of five-dimensional effective theories for
  low-energy QCD",2009-03-18
6056,Equation of state and QCD transition at finite temperature,2009-03-25
6057,"Asymmetry of the vapor-liquid coexistence curve: the asymptotic behavior
  of the ""diameter""",2009-05-23
6058,"Towards a library of synthetic galaxy spectra and preliminary results of
  classification and parametrization of unresolved galaxies for Gaia - II",2009-07-09
6059,"Unsupervised and Non Parametric Iterative Soft Bit Error Rate Estimation
  for Any Communications System",2009-07-27
6060,"Parametrized tests of post-Newtonian theory using Advanced LIGO and
  Einstein Telescope",2010-05-03
6061,"Control of the symmetry breaking in double-well potentials by the
  resonant nonlinearity management",2011-02-07
6062,Kernel Belief Propagation,2011-05-27
6063,"On The Formation of Double White Dwarfs: Reevaluating How We Parametrize
  the Common Envelope Phase",2011-08-02
6064,"A full parametrization of the 6 X 6 flavor mixing matrix in the presence
  of three light or heavy sterile neutrinos",2011-10-01
6065,"Dissipative and conservative nonlinearity in carbon nanotube and
  graphene mechanical resonators",2011-10-06
6066,Statistical detection of systematic election irregularities,2012-01-15
6067,The Kibble-Zurek Problem: Universality and the Scaling Limit,2012-02-23
6068,Dynamic Logics of Dynamical Systems,2012-05-22
6069,"Hazard rate estimation for location-scale distributions under complete
  and censored data",2012-05-23
6070,"On the Spectral Lags and Peak-Counts of the Gamma-Ray Bursts Detected by
  the RHESSI Satellite",2012-06-27
6071,"Conditional Symmetries and the Canonical Quantization of Constrained
  Minisuperspace Actions: the Schwarzschild case",2012-08-02
6072,"Electromechanically induced absorption in a circuit
  nano-electromechanical system",2012-09-20
6073,"A Dynamic Bi-orthogonal Field Equation Approach for Efficient Bayesian
  Calibration of Large-Scale Systems",2012-11-01
6074,"The Thouless theorem for matrix product states and subsequent
  post-density matrix renormalization group methods",2013-05-08
6075,EPOS LHC : test of collective hadronization with LHC data,2013-06-01
6076,"Determination of Acceleration Mechanism Characteristics Directly and
  Non-Parametrically from Observations: Application to Supernova Remnants",2013-10-01
6077,"Electromagnetic excitation of nuclei and neutron evaporation in
  ultrarelativistic ultraperipheral heavy ion collisions",2013-11-08
6078,"Firewalls, smoke and mirrors",2014-01-07
6079,"Equivalence of Kernel Machine Regression and Kernel Distance Covariance
  for Multidimensional Trait Association Studies",2014-02-11
6080,Leptonic CP Violation and Wolfenstein Parametrization for Lepton Mixing,2014-03-11
6081,"Searching for Gravitational Wave Bursts via Bayesian Nonparametric Data
  Analysis with Pulsar Timing Arrays",2014-04-02
6082,Constraints on Dark Energy from New Observations including Pan-STARRS,2014-05-12
6083,"Exponentially Increasing the Capacity-to-Computation Ratio for
  Conditional Computation in Deep Learning",2014-06-28
6084,Generalization Analysis for Game-Theoretic Machine Learning,2014-10-09
6085,Dynamical Lamb Effect in a Tunable Superconducting Qubit-Cavity System,2015-03-05
6086,Multimodal Differential Emission Measure in the Solar Corona,2015-03-09
6087,"Learning Sparse High Dimensional Filters: Image Filtering, Dense CRFs
  and Bilateral Neural Networks",2015-03-17
6088,Note on Anomalous Higgs-Boson Couplings in Effective Field Theory,2015-04-07
6089,"Conditions for the emergence of gauge bosons from spontaneous Lorentz
  symmetry breaking",2015-06-19
6090,SU(6)-breaking symmetry and the ratio of proton momentum distributions,2015-07-06
6091,Relaxing the Electroweak Scale: the Role of Broken dS Symmetry,2015-07-30
6092,"Path-space variational inference for non-equilibrium coarse-grained
  systems",2015-08-02
6093,"The binned bispectrum estimator: template-based and non-parametric CMB
  non-Gaussianity searches",2015-09-27
6094,Dark Energy Parametrization motivated by Scalar Field Dynamics,2015-11-12
6095,Decoherence by Internal Degrees of Freedom,2015-12-11
6096,"Semiclassical treatment for molecular rotation spectra in high electric
  fields",2015-12-14
6097,Double Froggatt--Nielsen Mechanism,2016-02-02
6098,"Correlation of the neutron star crust-core properties with the slope of
  the symmetry energy and the lead skin thickness",2016-03-22
6099,"Parametrizing the time-variation of the ""surface term"" of stellar p-mode
  frequencies: application to helioseismic data",2016-10-13
6100,"High-frequency asymptotics of the vertex function: diagrammatic
  parametrization and algorithmic implementation",2016-10-20
6101,"A robust optimal control problem with moment constraints on
  distribution: theoretical analysis and an algorithm",2016-11-23
6102,A Visual Representation for Editing Face Images,2016-12-02
6103,"Constraining color flavor locked strange stars in the gravitational wave
  era",2017-02-07
6104,"Extent of Variation Resilience in Strained CMOS: From Transistors to
  Digital Circuits",2017-02-22
6105,PAL-Hom method for QP and an application to LP,2017-03-15
6106,"In-ear EEG biometrics for feasible and readily collectable real-world
  person authentication",2017-05-10
6107,"Impact of New Physics on the EW vacuum stability in a curved spacetime
  background",2017-08-03
6108,Efficient Nonparametric Bayesian Inference For X-Ray Transforms,2017-08-21
6109,"A Note on the WGC, Effective Field Theory and Clockwork within String
  Theory",2017-09-07
6110,"Modulation Instability Induced Frequency Comb Generation in a
  Continuously Pumped Optical Parametric Oscillator",2017-11-28
6111,"A Reinforcement-Learning Approach to Proactive Caching in Wireless
  Networks",2017-12-19
6112,"Scrutinizing $\bar B \to D^*(D π) \ell^- \bar ν_\ell$ and $\bar B
  \to D^*(D γ) \ell^- \bar ν_\ell$ in search of new physics footprints",2018-01-31
6113,"Instability of precession driven Kelvin modes: Evidence of a detuning
  effect",2018-03-13
6114,"Model Order Reduction by means of Active Subspaces and Dynamic Mode
  Decomposition for Parametric Hull Shape Design Hydrodynamics",2018-03-20
6115,"Resolving the hydrostatic mass profiles of galaxy clusters at z~1 with
  XMM-Newton and Chandra",2018-03-20
6116,Incremental Verification of Parametric and Reconfigurable Markov Chains,2018-04-05
6117,Blood Vessel Geometry Synthesis using Generative Adversarial Networks,2018-04-12
6118,"Goal-oriented error control of stochastic system approximations using
  metric-based anisotropic adaptations",2018-04-24
6119,Off-resonant emission of photon pairs in nonlinear optical cavities,2018-05-22
6120,Orthogonal Random Forest for Causal Inference,2018-06-09
6121,Randomized residual-based error estimators for parametrized equations,2018-07-27
6122,"Beyond Pixel Norm-Balls: Parametric Adversaries using an Analytically
  Differentiable Renderer",2018-08-08
6123,"Hamiltonians and canonical coordinates for spinning particles in curved
  space-time",2018-08-20
6124,A Primer on Causality in Data Science,2018-09-07
6125,"Parametric Feedback Cooling of Rigid Body Nanodumbbells in Levitated
  Optomechanics",2018-10-03
6126,"Optimal Experiment Design in Nonlinear Parameter Estimation with Exact
  Confidence Regions",2019-02-03
6127,Parametric analyses of attack-fault trees,2019-02-12
6128,"Multivariate analysis of covariance when standard assumptions are
  violated",2019-02-26
6129,Direction Selection in Stochastic Directional Distance Functions,2019-04-02
6130,"A complete data-driven framework for the efficient solution of
  parametric shape design and optimisation in naval engineering problems",2019-05-15
6131,"Nonintrusive proper generalised decomposition for parametrised
  incompressible flow problems in OpenFOAM",2019-06-12
6132,"Theory-agnostic framework for dynamical scalarization of compact
  binaries",2019-06-19
6133,"Causal inference and machine learning approaches for evaluation of the
  health impacts of large-scale air quality regulations",2019-09-15
6134,A Unified Finite Strain Theory for Membranes and Ropes,2019-09-27
6135,Differentiable Convex Optimization Layers,2019-10-28
6136,"On Robust Stability and Performance with a Fixed-Order Controller Design
  for Uncertain Systems",2019-12-08
6137,Embedding Propagation: Smoother Manifold for Few-Shot Classification,2020-03-09
6138,DeepLPF: Deep Local Parametric Filters for Image Enhancement,2020-03-31
6139,Optical frequency combs in quadratically nonlinear resonators,2020-04-09
6140,"Parametric Programming Approach for More Powerful and General Lasso
  Selective Inference",2020-04-21
6141,"SU(2)-in-SU(1,1) Nested Interferometer for Highly Sensitive,
  Loss-Tolerant Quantum Metrology",2020-04-29
6142,Sample Efficient Reinforcement Learning via Low-Rank Matrix Estimation,2020-06-11
6143,"Towards non-parametric fiber-specific $T_1$ relaxometry in the human
  brain",2020-06-14
6144,Online Kernel based Generative Adversarial Networks,2020-06-19
6145,"$λ_S$: Computable Semantics for Differentiable Programming with
  Higher-Order Functions and Datatypes",2020-07-15
6146,Wavelet Representation of Singular Integral Operators,2020-09-02
6147,"Non-equilibrium quadratic measurement-feedback squeezing in a
  micromechanical resonator",2021-02-26
6148,"Non-parametric spatial curvature inference using late-universe
  cosmological probes",2021-04-06
6149,"Probing modified gravitational-wave propagation through tidal
  measurements of binary neutron star mergers",2021-04-09
6150,Single-view robot pose and joint angle estimation via render & compare,2021-04-19
6151,"Semi-Supervised Learning of Visual Features by Non-Parametrically
  Predicting View Assignments with Support Samples",2021-04-28
6152,Joint Probability Estimation Using Tensor Decomposition and Dictionaries,2022-03-03
6153,"Systematic bias on parameterized tests of general relativity due to
  neglect of orbital eccentricity",2022-03-09
6154,"Introducing causal inference in the energy-efficient building design
  process",2022-03-14
6155,On Parametric Optimal Execution and Machine Learning Surrogates,2022-04-18
6156,Physically-Based Editing of Indoor Scene Lighting from a Single Image,2022-05-19
6157,"Likelihood-Free Inference with Generative Neural Networks via Scoring
  Rule Minimization",2022-05-31
6158,"Bias Correction of Persistence Measures in Fractionally Integrated
  Models",2013-12-17
6159,"Two-photon dilepton production in proton-proton collisions: two
  alternative approaches",2015-10-01
6160,"On the parametrization of the distributions of depth of shower maximum
  of ultra-high energy extensive air showers",2019-03-07
6161,"Hyper bi-calibrated interpolation on the Grassmann manifold for near
  real time flow control using genetic algorithm",2019-03-08
6162,Repairing Timed Automata Clock Guards through Abstraction and Testing,2019-06-27
6163,"The gas depletion factor in galaxy clusters: implication from Atacama
  Cosmology Telescope Polarization experiment measurements",2019-07-15
6164,"A Parametric model for the shapes of black-hole shadows in non-Kerr
  spacetimes",2019-07-29
6165,"Effects of interventions and optimal strategies in the stochastic system
  approach to causality",2019-07-30
6166,"Free and forced wave propagation in beam lattice metamaterials with
  viscoelastic resonators",2019-11-01
6167,"Non-parametric targeted Bayesian estimation of class proportions in
  unlabeled data",2019-11-22
6168,"Information Geometry Aspects of Minimum Entropy Production Paths from
  Quantum Mechanical Evolutions",2020-02-06
6169,Metric-Free Individual Fairness in Online Learning,2020-02-13
6170,On efficient adjustment in causal graphs,2020-02-17
6171,"Prospects of probing dark energy with eLISA: Standard versus null
  diagnostics",2020-05-14
6172,Matrix moments of the diffusion tensor distribution,2020-05-21
6173,Dilatonic states near holographic phase transitions,2020-10-08
6174,Representations of shifted quantum affine algebras,2020-10-14
6175,"Quantifying vegetation biophysical variables from imaging spectroscopy
  data: a review on retrieval methods",2020-12-07
6176,Sparse data-driven quadrature rules via $\ell^p$-quasi-norm minimization,2020-12-09
6177,"A Certified Reduced Basis Method for Linear Parametrized Parabolic
  Optimal Control Problems in Space-Time Formulation",2021-02-28
6178,The equilibrium points and stability of grid-connected synchronverters,2021-03-14
6179,"FLIP: A flexible initializer for arbitrarily-sized parametrized quantum
  circuits",2021-03-15
6180,"Quasi-periodic oscillations from the accretion disk around rotating
  traversable wormholes",2021-03-24
6181,"Lyman Alpha Emitters and the 21cm Power Spectrum as Probes of
  Density-Ionization Correlation in the Epoch of Reionization",2021-05-07
6182,"Quantum coherence, correlations and nonclassical states in the two-qubit
  Rabi model with parametric oscillator",2021-06-12
6183,"Improving Multimodal Fusion with Hierarchical Mutual Information
  Maximization for Multimodal Sentiment Analysis",2021-09-01
6184,A Bayesian Approach to (Online) Transfer Learning: Theory and Algorithms,2021-09-03
6185,Induced CP-violation in the Euler-Heisenberg Lagrangian,2021-09-23
6186,"Rendering Spatial Sound for Interoperable Experiences in the Audio
  Metaverse",2021-09-26
6187,"Non-parametric calibration of multiple related radiocarbon
  determinations and their calendar age summarisation",2021-09-30
6188,"RieszNet and ForestRiesz: Automatic Debiased Machine Learning with
  Neural Nets and Random Forests",2021-10-06
6189,"Structured Channel Covariance Estimation from Limited Samples for Large
  Antenna Arrays",2021-10-07
6190,"The smearing scale in Laguerre reconstructions of the correlation
  function",2021-10-07
6191,"Generalized quasi-Keplerian solution for eccentric, non-spinning compact
  binaries at 4PN order and the associated IMR waveform",2021-10-18
6192,Geodesic curves in Gaussian random field manifolds,2021-11-06
6193,"Higher order approximations to the longitudinal structure function
  $F_{L}$ from the parametrization of $F_{2}$ based on the Laplace
  transformation",2021-11-17
6194,The effective noise of Stochastic Gradient Descent,2021-12-20
6195,"Pseudocylindrical Convolutions for Learned Omnidirectional Image
  Compression",2021-12-25
6196,The LVS Parametric Tadpole Constraint,2022-02-08
6197,"Rave: A non-parametric method for recovering the surface brightness and
  height profiles of edge-on debris disks",2022-02-09
6198,"Sequential Permutation Testing of Random Forest Variable Importance
  Measures",2022-06-02
6199,"Ruling Out New Physics at Low Redshift as a solution to the $H_0$
  Tension",2022-06-16
6200,"Finite-temperature effects in dynamical-spacetime binary neutron star
  merger simulations: Validation of the parametric approach",2022-06-29
6201,"AI-enhanced iterative solvers for accelerating the solution of large
  scale parametrized systems",2022-07-06
6202,"Newsvendor Conditional Value-at-Risk Minimisation: a Feature-based
  Approach under Adaptive Data Selection",2022-09-22
6203,Heating up Peccei-Quinn scale,2022-10-16
6204,On the practical usefulness of the Hardware Efficient Ansatz,2022-11-02
6205,"Regimes of charged particle dynamics in current sheets: the machine
  learning approach",2022-10-30
6206,"A non-parametric approach to the relation between the halo mass function
  and internal dark matter structure of haloes",2022-12-06
6207,Discovery of a radio lobe in the Cloverleaf Quasar at z = 2.56,2022-12-14
6208,Profinite lambda-terms and parametricity,2023-01-29
6209,"Extraction of neutron density distributions from high-statistics
  coherent elastic neutrino-nucleus scattering data",2023-01-30
6210,"Approximation and Structured Prediction with Sparse Wasserstein
  Barycenters",2023-02-10
6211,"DeepOHeat: Operator Learning-based Ultra-fast Thermal Simulation in
  3D-IC Design",2023-02-25
6212,"Empirical partially Bayes multiple testing and compound $χ^2$
  decisions",2023-03-06
6213,"Amplitude modulation and surface wave generation in a complex plasma
  monolayer",2023-04-19
6214,Machine Reading Comprehension using Case-based Reasoning,2023-05-24
6215,Statistical post-processing of visibility ensemble forecasts,2023-05-24
6216,"A semi-parametric estimation method for quantile coherence with an
  application to bivariate financial time series clustering",2023-06-17
6217,"Enhancing ReaxFF for Molecular Dynamics Simulations of Lithium-Ion
  Batteries: An interactive reparameterization protocol",2023-06-22
6218,"Methods for non-proportional hazards in clinical trials: A systematic
  review",2023-06-29
6219,"Smoothing the Edges: Smooth Optimization for Sparse Regularization using
  Hadamard Overparametrization",2023-07-07
6220,Reconstructing Air Shower Parameters with MGMR3D,2023-07-09
6221,"Characterization of partial wetting by CMAS droplets using multiphase
  many-body dissipative particle dynamics and data-driven discovery based on
  PINNs",2023-07-18
6222,"Revisiting greenhouse gases adsorption in carbon nanostructures:
  advances through a combined first-principles and molecular simulation
  approach",2023-07-21
6223,"Nonparametric Linear Feature Learning in Regression Through
  Regularisation",2023-07-24
6224,"Parametrized Quantum Circuits and their approximation capacities in the
  context of quantum machine learning",2023-07-27
6225,Decision Procedures for Sequence Theories (Technical Report),2023-07-31
6226,"Machine learned Force-Fields for an ab-initio Quality Description of
  Metal-Organic Frameworks",2023-08-02
6227,"Positional Embeddings for Solving PDEs with Evolutional Deep Neural
  Networks",2023-08-07
6228,"Audio-Driven Dubbing for User Generated Contents via Style-Aware
  Semi-Parametric Synthesis",2023-08-31
6229,"Generating drawdown-realistic financial price paths using path
  signatures",2023-09-08
6230,"Desensitization and Deception in Differential Games with Asymmetric
  Information",2023-09-18
6231,"Statistical Perspective of Top-K Sparse Softmax Gating Mixture of
  Experts",2023-09-25
6232,"Exploring Modified Gravity: Constraints on the $μ$ and $Σ$
  Parametrization with WMAP, ACT, and SPT",2023-09-27
6233,A 5-Point Minimal Solver for Event Camera Relative Motion Estimation,2023-09-29
6234,"Analytic and Gevrey class regularity for parametric semilinear
  reaction-diffusion problems and applications in uncertainty quantification",2023-09-29
6235,"Multi-Dimensional Coherent Spectroscopy of Light-Driven States and their
  Collective Modes in Multi-Band Superconductors",2023-10-06
6236,"Perturbing parameters to understand cloud contributions to climate
  change",2023-10-12
6237,"One- and two-argument equation of state parametrizations with continuous
  sound speed for neutron star simulations",2023-11-05
6238,"Giant Generation of Polarization-Entangled Photons in Metal Organic
  Framework Waveguides",2023-11-28
6239,"Kaluza-Klein tower and bubble nucleation in six dimensional
  Einstein-Maxwell theory",2023-12-05
6240,"Does provable absence of barren plateaus imply classical simulability?
  Or, why we need to rethink variational quantum computing",2023-12-14
6241,"The Effect of the Parametric Decay Instability on the Morphology of
  Coronal Type III Radio Bursts",2023-12-16
6242,"Speed of sound and scalar spectral index: Reconstructing inflation and
  reheating in a non-canonical theory",2024-01-18
